ccn,provider_name,state,city,zip,snfrm_achievement,snfrm_improvement,snfrm_measure_score,hai_achievement,hai_improvement,hai_measure_score,turnover_score,staffing_score,performance_score,incentive_payment_multiplier,vbp_penalty,vbp_bonus
135075,VALLEY VISTA CARE CENTER OF ST MARIES,ID,ST MARIES,83861,1.05454,---,1.05454,5.87523,---,5.87523,3.70828,6.48619,42.81061,0.9957638374,True,False
135076,MEADOW VIEW NURSING AND REHABILITATION,ID,NAMPA,83651,2.66854,0.00000,2.66854,2.39438,2.68459,2.68459,7.19152,3.79406,40.8468,0.9937567434,True,False
135077,SKYLINE TRANSITIONAL CARE CENTER,ID,BOISE,83705,3.19719,---,3.19719,1.82875,---,1.82875,4.53072,2.77128,30.81985,0.9861627467,True,False
135079,ARBOR VALLEY OF CASCADIA,ID,BOISE,83704,3.08068,0.00000,3.08068,7.36798,0.00000,7.36798,5.06166,2.37106,44.70342,0.9978313483,True,False
135080,GRANGEVILLE HEALTH & REHABILITATION OF CASCADIA,ID,GRANGEVILLE,83530,5.90734,---,5.90734,5.19914,0.00000,5.19914,2.46871,2.55744,40.33158,0.9932562518,True,False
135081,MINI-CASSIA CARE CENTER,ID,BURLEY,83318,---,---,---,---,---,---,1.34485,2.30815,18.26502,0.9819330442,True,False
135082,MCCALL REHABILITATION AND CARE CENTER,ID,MCCALL,83638,---,---,---,5.50707,---,5.50707,2.81484,1.95052,34.24142,0.9882461255,True,False
135084,OAK CREEK REHABILITATION CENTER OF KIMBERLY,ID,KIMBERLY,83341,---,---,---,---,---,---,0.00000,1.31712,6.58559,0.9806183034,True,False
135087,OWYHEE HEALTH & REHABILITATION CENTER,ID,HOMEDALE,83628,4.10777,0.00000,4.10777,0.00000,0.00000,0.00000,10.00000,5.86345,49.92805,1.0039710728,False,True
135089,CASCADES AT DESERT VIEW,ID,BUHL,83316,---,---,---,---,---,---,5.57106,3.17034,43.70702,0.996728212,True,False
135090,SHAW MOUNTAIN OF CASCADIA,ID,BOISE,83712,7.80616,0.00000,7.80616,6.72202,0.00000,6.72202,4.08026,2.85228,53.65178,1.0084021037,False,True
135091,LIFE CARE CENTER OF IDAHO FALLS,ID,IDAHO FALLS,83406,10.00000,9.00000,10.00000,8.90089,0.00000,8.90089,6.44601,2.73178,70.1967,1.0224783843,False,True
135092,EAGLE ROCK HEALTH AND REHABILITATION OF CASCADIA,ID,IDAHO FALLS,83401,6.24395,2.95904,6.24395,1.55764,0.00000,1.55764,0.00000,3.68207,28.70914,0.9851147341,True,False
135093,ASPEN PARK OF CASCADIA,ID,MOSCOW,83843,8.40170,5.16440,8.40170,6.13964,0.00000,6.13964,1.86380,2.39404,46.99796,1.0004733932,False,True
135094,WELLSPRING HEALTH & REHABILITATION OF CASCADIA,ID,NAMPA,83686,2.70091,0.00000,2.70091,2.20361,0.00000,2.20361,3.47031,0.00000,20.93708,0.9824944571,True,False
135095,CHERRY RIDGE OF CASCADIA,ID,EMMETT,83617,---,---,---,---,---,---,2.39889,2.57930,24.89096,0.9836133242,True,False
135097,ASHTON MEMORIAL LIVING CENTER,ID,ASHTON,83420,---,---,---,---,---,---,5.18179,5.54968,53.65734,1.0084085741,False,True
135098,VALLEY VIEW NURSING & REHABILITATION,ID,BOISE,83704,9.12239,8.61122,9.12239,4.95816,0.00000,4.95816,2.80371,1.25634,45.35153,0.9985646209,True,False
135102,SUNNY RIDGE,ID,NAMPA,83686,---,---,---,3.76329,0.00000,3.76329,4.09569,7.97463,52.77872,1.0073787463,False,True
135103,ORCHARD VIEW POST ACUTE,ID,LEWISTON,83501,4.10345,0.00000,4.10345,3.93734,1.75536,3.93734,3.55399,5.97376,43.92135,0.9969628559,True,False
135104,TWIN FALLS TRANSITIONAL CARE OF CASCADIA,ID,TWIN FALLS,83301,7.71122,---,7.71122,6.47099,1.87574,6.47099,2.59983,1.49105,45.68275,0.9989436594,True,False
135105,TEMPLE VIEW TRANSITIONAL CARE CENTER,ID,REXBURG,83440,---,---,---,5.95221,3.68541,5.95221,2.74511,3.05332,39.1688,0.9921691145,True,False
135110,KARCHER POST ACUTE,ID,NAMPA,83651,7.32498,6.00364,7.32498,6.89271,0.00000,6.89271,2.97608,4.24731,53.6027,1.0083449661,False,True
135111,SYRINGA CHALET NURSING FACILITY,ID,BLACKFOOT,83221,---,---,---,---,---,---,8.09045,10.00000,90.45223,1.0272874287,False,True
135113,BRIDGEVIEW ESTATES,ID,TWIN FALLS,83301,0.00000,0.00000,0.00000,0.57698,0.00000,0.57698,6.28281,2.37278,23.08143,0.9830531786,True,False
135116,ROYAL PLAZA HEALTH AND REHABILITATION OF CASCADIA,ID,LEWISTON,83501,7.74143,0.00000,7.74143,4.80755,0.00000,4.80755,4.93134,1.15317,46.58372,0.9999877499,True,False
135122,LIFE CARE CENTER OF COEUR D'ALENE,ID,COEUR D ALENE,83815,6.20942,0.00000,6.20942,7.90684,0.00000,7.90684,4.04994,3.83486,55.00266,1.0099527863,False,True
135123,LIFE CARE CENTER OF TREASURE VALLEY,ID,BOISE,83704,5.05934,---,5.05934,7.53868,---,7.53868,2.68908,2.42342,44.27627,0.9973546536,True,False
135125,CREEKSIDE TRANSITIONAL CARE AND REHABILITATION,ID,MERIDIAN,83642,3.24682,0.00000,3.24682,6.96300,2.32876,6.96300,5.00000,0.96024,40.42516,0.993346311,True,False
135127,LIFE CARE CENTER OF SANDPOINT,ID,SANDPOINT,83864,4.86730,0.00000,4.86730,8.97118,5.75592,8.97118,3.97409,3.74905,53.90404,1.0086949549,False,True
135128,LIFE CARE CENTER OF LEWISTON,ID,LEWISTON,83501,3.62227,0.00000,3.62227,2.89643,0.00000,2.89643,3.17451,1.65600,28.37303,0.9849631183,True,False
135129,DISCOVERY REHABILITATION AND LIVING,ID,SALMON,83467,---,---,---,3.62607,0.00000,3.62607,7.14332,3.64208,48.03823,1.001705376,False,True
135130,ASPEN TRANSITIONAL REHABILITATION,ID,MERIDIAN,83642,10.00000,9.00000,10.00000,10.00000,9.00000,10.00000,2.04535,5.35682,68.50542,1.0215807393,False,True
135131,IDAHO STATE VETERANS HOME - BOISE,ID,BOISE,83702,---,---,---,---,---,---,3.97409,3.27742,36.25754,0.9897161352,True,False
135132,IDAHO STATE VETERANS HOME - POCATELLO,ID,POCATELLO,83201,---,---,---,---,---,---,4.90384,6.44107,56.72456,1.0118548302,False,True
135133,IDAHO STATE VETERANS HOME - LEWISTON,ID,LEWISTON,83501,---,---,---,---,---,---,3.76857,8.35310,60.60833,1.0157423867,False,True
135134,BENNETT HILLS REHABILITATION AND CARE CENTER,ID,GOODING,83330,---,---,---,5.85515,5.26265,5.85515,0.52373,2.01708,27.98654,0.9847937059,True,False
135135,LIFE CARE CENTER OF POST FALLS,ID,POST FALLS,83854,5.70882,0.00000,5.70882,0.00000,0.00000,0.00000,4.98997,2.36814,32.66732,0.9872254696,True,False
135136,QUINN MEADOWS REHABILITATION AND CARE CENTER,ID,POCATELLO,83202,7.44366,6.73848,7.44366,7.24749,6.91253,7.24749,4.28776,4.07993,57.64711,1.0128326633,False,True
135137,PROMONTORY POINT REHABILITATION,ID,AMMON,83406,7.38756,1.30067,7.38756,10.00000,9.00000,10.00000,---,5.79816,77.28573,1.0251653716,False,True
135138,TETON HEALTHCARE OF CASCADIA,ID,IDAHO FALLS,83404,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.81879,1.47369,20.73121,0.9824462133,True,False
135139,SUNTERRA SPRINGS RIVERVIEW,ID,BOISE,83706,9.43958,9.00000,9.43958,9.06824,0.00000,9.06824,1.66757,4.67593,62.12831,1.0170871983,False,True
135140,MADISON CARRIAGE COVE SHORT STAY REHABILITATION,ID,REXBURG,83440,9.10297,0.00000,9.10297,7.60562,4.34517,7.60562,5.24949,2.25207,60.52537,1.0156659835,False,True
135141,"TERRACES OF BOISE, THE",ID,BOISE,83716,10.00000,9.00000,10.00000,3.74656,0.00000,3.74656,4.45879,8.32920,66.33637,1.0202564412,False,True
135142,ADVANCED HEALTH CARE OF COEUR D'ALENE,ID,COEUR D'ALENE,83814,7.07037,0.00000,7.07037,8.84065,0.00000,8.84065,9.46354,3.45020,72.06191,1.023342397,False,True
135143,SERENITY TRANSITIONAL CARE,ID,TWIN FALLS,83301,7.24946,5.44163,7.24946,8.15452,7.58480,8.15452,1.43538,3.42624,50.66399,1.0048560275,False,True
135144,CASCADIA OF NAMPA,ID,NAMPA,83687,6.02601,0.00000,6.02601,0.00000,0.00000,0.00000,4.70904,4.12302,37.14518,0.990422648,True,False
135145,CASCADIA OF LEWISTON,ID,LEWISTON,83501,9.27775,4.32412,9.27775,3.26125,0.00000,3.26125,0.00000,0.00000,31.3475,0.9864518829,True,False
135146,CASCADIA OF BOISE,ID,BOISE,83704,9.27128,8.54505,9.27128,8.79044,8.35467,8.79044,3.83610,0.00000,54.74454,1.0096600343,False,True
135147,MERIDIAN MEADOWS TRANSITIONAL CARE,ID,MERIDIAN,83642,8.12119,0.00000,8.12119,5.58739,0.00000,5.58739,5.97763,0.90781,51.48509,1.0058407236,False,True
140137,HSHS HOLY FAMILY HOSPITAL,IL,GREENVILLE,62246,5.49736,0.00000,5.49736,5.95891,0.00000,5.95891,---,---,57.28135,1.0124487114,False,True
140145,ST JOSEPHS HOSPITAL,IL,BREESE,62230,5.82966,0.00000,5.82966,6.67851,0.00000,6.67851,---,---,62.54081,1.0174339165,False,True
145000,WASHINGTON SENIOR LIVING,IL,WASHINGTON,61571,0.00000,0.00000,0.00000,1.11250,0.00000,1.11250,0.00000,0.10789,3.05097,0.980435873,True,False
145004,CRESCENT CARE OF ELGIN,IL,ELGIN,60123,---,---,---,2.00614,1.25626,2.00614,7.81299,0.00000,32.73042,0.9872642971,True,False
145006,"GROVE OF FOX VALLEY,THE",IL,AURORA,60505,2.01043,5.88324,5.88324,3.86036,4.66499,4.66499,9.19759,0.34306,50.22221,1.0043249033,False,True
145008,DUQUOIN NURSING & REHAB,IL,DU QUOIN,62832,3.00515,3.95161,3.95161,0.00000,2.11151,2.11151,1.53447,1.32215,22.29937,0.9828370425,True,False
145011,"GROVE OF EVANSTON L & R, THE",IL,EVANSTON,60202,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.54187,0.00000,21.35467,0.9825950906,True,False
145012,ALLURE OF KNOX COUNTY,IL,GALESBURG,61401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.9803220281,True,False
145016,GOLDWATER CARE BLOOMINGTON,IL,BLOOMINGTON,61701,0.00000,0.00000,0.00000,1.07568,0.00000,1.07568,0.00000,0.00000,2.6892,0.9804205214,True,False
145021,MACOMB POST ACUTE CARE CENTER,IL,MACOMB,61455,3.77979,0.29833,3.77979,3.92395,0.00000,3.92395,3.10698,0.00000,27.02679,0.984395088,True,False
145024,ALLURE OF PINECREST,IL,MOUNT MORRIS,61054,6.52445,0.00000,6.52445,7.18055,1.57094,7.18055,5.38560,0.00000,47.72652,1.0013346076,False,True
145026,WESTMINSTER PLACE,IL,EVANSTON,60201,7.22357,3.88531,7.22357,7.48512,0.00000,7.48512,---,7.26759,73.25427,1.0238311048,False,True
145027,ALLURE OF THE QUAD CITIES,IL,MOLINE,61265,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.27316,0.23103,3.76049,0.9804676111,True,False
145029,VILLA FRANCISCAN,IL,JOLIET,60435,0.00000,2.74127,2.74127,3.56582,2.61724,3.56582,1.17595,1.46965,22.38173,0.9828591112,True,False
145031,LOFT REHAB & NURSING OF NORMAL,IL,NORMAL,61761,3.42592,5.43678,5.43678,0.00000,0.00000,0.00000,1.88337,0.00000,18.30036,0.9819396127,True,False
145039,ACCOLADE HEALTHCARE OF PEORIA,IL,PEORIA,61614,4.74646,6.28300,6.28300,7.04667,7.35735,7.35735,5.03425,0.91837,48.98245,1.0028346759,False,True
145043,CITADEL CARE CENTER-KANKAKEE,IL,KANKAKEE,60901,2.03848,2.05704,2.05704,0.00000,0.00000,0.00000,5.46732,0.00000,18.8109,0.9820369079,True,False
145044,ALLURE OF PERU,IL,PERU,61354,3.12167,2.21203,3.12167,3.19766,4.21661,4.21661,7.00411,0.00000,35.85597,0.9894084794,True,False
145045,"PEARL OF NAPERVILLE, THE",IL,NAPERVILLE,60540,0.00000,2.57893,2.57893,0.00000,0.00000,0.00000,2.81933,0.00000,13.49566,0.9812183731,True,False
145050,DUPAGE CARE CENTER,IL,WHEATON,60187,0.00000,0.00000,0.00000,0.64392,0.00000,0.64392,10.00000,1.71413,30.89512,0.9862033042,True,False
145058,ARC AT CHILLICOTHE,IL,CHILLICOTHE,61523,3.97614,0.86885,3.97614,6.62495,0.00000,6.62495,4.02645,0.00000,36.56888,0.9899597895,True,False
145062,ARC AT STREATOR,IL,STREATOR,61364,4.79825,0.00000,4.79825,0.00000,0.00000,0.00000,6.84213,0.00000,29.10096,0.985296618,True,False
145070,ZAHAV OF BERWYN,IL,BERWYN,60402,0.00000,0.78530,0.78530,0.00000,0.00000,0.00000,0.00000,0.00000,1.96324,0.9803913147,True,False
145087,ALIYA OF OAK LAWN,IL,OAK LAWN,60453,0.00000,0.00000,0.00000,0.67404,0.00000,0.67404,0.00000,0.00000,1.68511,0.9803806657,True,False
145102,MEMORIAL CARE CENTER,IL,BELLEVILLE,62226,8.93467,7.89165,8.93467,6.60487,1.57149,6.60487,3.21512,5.10739,59.65513,1.0148462171,False,True
145111,ELMHURST EXTENDED CARE CENTER,IL,ELMHURST,60126,0.00000,0.00000,0.00000,1.55764,0.00000,1.55764,0.00000,4.94954,16.26795,0.9815947047,True,False
145121,ALTON MEMORIAL REHAB & THERAPY,IL,ALTON,62002,0.00000,1.58217,1.58217,6.07605,4.43564,6.07605,7.27080,3.11840,45.11855,0.9982996992,True,False
145122,DOBSON PLAZA,IL,EVANSTON,60202,5.29022,4.90509,5.29022,0.00000,0.00000,0.00000,10.00000,1.02841,40.79658,0.9937074639,True,False
145126,ALDEN LINCOLN REHAB & H C CTR,IL,CHICAGO,60657,0.00000,0.00000,0.00000,2.07308,0.00000,2.07308,---,0.31539,7.96154,0.9807081678,True,False
145135,RICHLAND NURSING & REHAB,IL,OLNEY,62450,1.27248,0.00000,1.27248,0.94849,0.00000,0.94849,6.25957,0.00000,21.20135,0.9825577061,True,False
145136,ARCADIA CARE AUBURN,IL,AUBURN,62615,5.18665,7.05862,7.05862,1.44385,3.12890,3.12890,3.60708,0.00000,34.48653,0.9884149584,True,False
145142,ALDEN DEBES REHAB & HCC,IL,ROCKFORD,61108,0.00000,0.00000,0.00000,2.36426,1.25561,2.36426,---,0.30141,8.88557,0.9807756178,True,False
145151,ALLURE OF MENDOTA,IL,MENDOTA,61342,5.07228,0.00000,5.07228,5.25270,0.00000,5.25270,7.95930,0.00000,45.71071,0.9989757866,True,False
145160,ARCADIA CARE ON THE HILL,IL,SPRINGFIELD,62702,4.62131,4.03072,4.62131,4.60673,0.00000,4.60673,4.20017,0.00000,33.57053,0.9877977718,True,False
145171,ELEVATE CARE NORTHBROOK,IL,NORTHBROOK,60062,2.84332,0.00000,2.84332,0.74768,0.00000,0.74768,10.00000,0.00000,33.9775,0.9880673528,True,False
145180,APERION CARE CHICAGO HEIGHTS,IL,CHICAGO HEIGHTS,60411,---,---,---,---,---,---,0.71553,0.00365,3.59589,0.9804600504,True,False
145183,GOLDWATER CARE DANVILLE,IL,DANVILLE,61832,0.00000,0.00000,0.00000,1.14262,0.00000,1.14262,10.00000,0.00000,27.85655,0.9847378895,True,False
145197,APERION CARE OAK LAWN,IL,OAK LAWN,60453,3.48849,4.73353,4.73353,1.91242,4.53939,4.53939,5.20884,0.45453,37.34071,0.9905831803,True,False
145198,BELLA TERRA MORTON GROVE,IL,MORTON GROVE,60053,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.25837,0.62694,14.71328,0.981371637,True,False
145200,FRANKLIN GROVE LIVING AND REHAB,IL,FRANKLIN GROVE,61031,4.20702,1.89380,4.20702,5.81499,5.72687,5.81499,6.25957,0.33926,41.55211,0.9944599355,True,False
145208,"PAVILION OF BRIDGEVIEW, THE",IL,BRIDGEVIEW,60455,3.54891,0.00000,3.54891,0.00000,4.49547,4.49547,5.93636,0.00000,34.95185,0.9887429473,True,False
145211,BURBANK REHABILITATION CENTER,IL,BURBANK,60459,2.55634,3.04204,3.04204,0.00000,1.15854,1.15854,2.53126,0.00000,16.82961,0.981683612,True,False
145213,WYNSCAPE HEALTH & REHAB,IL,WHEATON,60187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.59524,2.88053,21.18944,0.9825548231,True,False
145219,BURGESS SQUARE HEALTHCARE CTR,IL,WESTMONT,60559,4.86730,0.00000,4.86730,3.18427,0.00000,3.18427,5.18571,4.56028,44.49388,0.9975968193,True,False
145221,PARC JOLIET,IL,JOLIET,60435,3.01594,1.46954,3.01594,1.92916,2.01489,2.01489,4.34942,0.00000,23.45063,0.9831604673,True,False
145222,HIGHLIGHT HLTHCR OF WOODSTOCK,IL,WOODSTOCK,60098,---,---,---,0.00000,1.58726,1.58726,4.54613,0.18671,21.06702,0.9825253694,True,False
145234,PEARL PAVILION,IL,FREEPORT,61032,---,---,---,---,---,---,0.00000,0.00000,0.0,0.9803220281,True,False
145235,LAKEFRONT NURSING & REHAB CTR,IL,CHICAGO,60626,---,---,---,---,---,---,10.00000,0.00000,50.0,1.0040576163,False,True
145237,GENERATIONS AT REGENCY,IL,NILES,60714,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,---,0.00000,0.0,0.9803220281,True,False
145241,HELIA SOUTHBELT HEALTHCARE,IL,BELLEVILLE,62220,1.04375,3.32446,3.32446,1.29658,0.00000,1.29658,0.00000,0.00000,11.55259,0.9810077209,True,False
145243,ACCOLADE HEALTHCARE DANVILLE,IL,DANVILLE,61832,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.13441,1.39573,8.82534,0.9807710349,True,False
145244,APERION CARE LAKESHORE,IL,CHICAGO,60626,0.00000,---,0.00000,1.96932,0.35738,1.96932,8.12543,0.00000,25.23689,0.9837306441,True,False
145246,"PEARL OF HINSDALE, THE",IL,HINSDALE,60521,0.00000,2.04949,2.04949,0.00000,0.00000,0.00000,3.25867,0.00000,13.27041,0.9811919089,True,False
145247,DOCTORS NURSING & REHAB CENTER,IL,SALEM,62881,0.00000,0.00000,0.00000,5.51711,4.96148,5.51711,4.38343,0.53535,26.08972,0.984034915,True,False
145248,ARCADIA CARE MORTON,IL,MORTON,61550,0.00000,0.00000,0.00000,0.63388,0.00000,0.63388,0.00000,0.00000,1.5847,0.9803768924,True,False
145256,LAKELAND REHAB & HEALTHCARE CENTER,IL,EFFINGHAM,62401,1.86802,4.65347,4.65347,0.00000,3.31821,3.31821,6.09295,0.00000,35.16157,0.9888939883,True,False
145257,CRYSTAL PINES REHAB & HCC,IL,CRYSTAL LAKE,60014,0.00000,0.00000,0.00000,5.99238,7.91164,7.91164,---,0.00000,26.37213,0.9841405452,True,False
145259,ALDEN PARK STRATHMOOR,IL,ROCKFORD,61107,4.78530,0.00000,4.78530,0.59037,0.00000,0.59037,---,0.02263,17.99434,0.981883443,True,False
145261,APERION CARE DEKALB,IL,DEKALB,60115,0.00000,0.00000,0.00000,2.50149,0.00000,2.50149,2.35720,0.00000,12.14671,0.9810680371,True,False
145266,FONDULAC REHABILITATION & HCC,IL,EAST PEORIA,61611,---,---,---,---,---,---,4.57285,0.00000,22.86425,0.9829916651,True,False
145267,PANA HEALTH AND REHAB CENTER,IL,PANA,62557,3.54675,2.75263,3.54675,5.97899,5.19910,5.97899,6.44601,0.00000,39.92937,0.9928734743,True,False
145268,GLENVIEW TERRACE,IL,GLENVIEW,60025,0.00000,0.00000,0.00000,2.43455,0.00000,2.43455,3.75462,0.00000,15.47292,0.9814765707,True,False
145269,HOPE CREEK NURSING & REHAB,IL,EAST MOLINE,61244,1.91549,3.11721,3.11721,1.61119,0.00000,1.61119,3.79328,0.00000,21.30422,0.9825827334,True,False
145271,LITCHFIELD HEALTH & REHAB CENTER,IL,LITCHFIELD,62056,0.00000,0.00000,0.00000,7.78970,3.30606,7.78970,10.00000,0.00000,44.47425,0.9975749127,True,False
145273,JACKSONVILLE SKLD NUR & REHAB,IL,JACKSONVILLE,62650,3.97183,0.00000,3.97183,0.00000,0.00000,0.00000,5.31024,0.00000,23.20518,0.9830887574,True,False
145275,TIMBERCREEK REHAB & HEALTHCARE CENTER,IL,PEKIN,61554,---,---,---,2.18687,0.29225,2.18687,2.78466,0.86544,19.45658,0.9821666474,True,False
145278,"CITADEL OF STERLING,THE",IL,STERLING,61081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.00000,0.00000,25.0,0.983649934,True,False
145285,BUCKINGHAM PAVILION,IL,CHICAGO,60645,1.93275,0.00000,1.93275,0.00000,0.00000,0.00000,4.70615,1.19724,19.59036,0.9821944961,True,False
145286,STAUNTON HEALTH AND REHAB CTR,IL,STAUNTON,62088,0.00000,---,0.00000,0.00000,---,0.00000,2.85741,0.00000,7.14353,0.9806532997,True,False
145290,BELLEVILLE HEALTHCARE CENTER,IL,BELLEVILLE,62226,---,---,---,---,---,---,3.34675,0.00000,16.73377,0.9816681105,True,False
145294,PRAIRIE VILLAGE HEALTHCARE CTR,IL,JACKSONVILLE,62650,3.91357,---,3.91357,1.53756,---,1.53756,5.12483,0.87655,28.63129,0.9850792599,True,False
145295,GOLDWATER CARE MARSEILLES,IL,MARSEILLES,61341,0.00000,1.07111,1.07111,1.57772,4.50844,4.50844,0.00000,0.00000,13.94887,0.9812733665,True,False
145304,ELEVATE CARE RIVERWOODS,IL,RIVERWOODS,60015,1.54651,3.44845,3.44845,1.42042,3.29594,3.29594,4.30122,0.00000,27.61401,0.9846353002,True,False
145307,"GROVE OF LAGRANGE PARK, THE",IL,LA GRANGE PARK,60526,0.00000,2.57436,2.57436,0.00000,0.00000,0.00000,3.73309,0.41579,16.80809,0.9816801195,True,False
145308,RIVER VIEW REHAB CENTER,IL,ELGIN,60123,4.57816,0.00000,4.57816,0.00000,0.00000,0.00000,6.68310,0.36411,29.06341,0.9852789466,True,False
145312,SYMPHONY NORTHWOODS,IL,BELVIDERE,61008,3.36982,0.00000,3.36982,0.00000,0.00000,0.00000,6.68310,0.00000,25.13228,0.9836948033,True,False
145316,APERION CARE WILMINGTON,IL,WILMINGTON,60481,---,---,---,---,---,---,0.00000,0.17840,0.892,0.9803518533,True,False
145319,ARC AT EL PASO,IL,EL PASO,61738,3.60933,---,3.60933,3.40517,---,3.40517,2.39889,0.00000,23.53346,0.9831850151,True,False
145323,CARRIER MILLS NSG & REHAB CTR,IL,CARRIER MILLS,62917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.65564,0.91850,23.93535,0.9833066463,True,False
145324,RESURRECTION PLACE,IL,PARK RIDGE,60068,0.00000,0.00000,0.00000,0.00000,1.87372,1.87372,1.96191,2.02523,14.65217,0.9813635181,True,False
145329,NORRIDGE GARDENS,IL,NORRIDGE,60634,1.83781,1.33678,1.83781,2.98345,5.88843,5.88843,0.00000,0.00000,19.31558,0.9821376608,True,False
145333,WEST SUBURBAN NURSING & REHAB CENTER,IL,BLOOMINGDALE,60108,2.33625,0.00000,2.33625,0.53347,4.05045,4.05045,4.53072,1.02227,29.84923,0.9856597466,True,False
145334,RIVAYA CARE OF DES PLAINES,IL,DES PLAINES,60016,2.86058,2.64088,2.86058,0.00000,0.00000,0.00000,2.32721,0.51271,14.25126,0.9813113941,True,False
145336,WARREN BARR GOLD COAST,IL,CHICAGO,60610,1.07828,3.06896,3.06896,3.38509,4.90839,4.90839,2.95528,1.09031,30.05736,0.9857645145,True,False
145337,RYZE ON THE AVENUE,IL,CHICAGO,60616,3.87257,4.03020,4.03020,1.04890,0.00000,1.04890,0.00000,0.00000,12.69776,0.9811271255,True,False
145338,WESTMONT MANOR HLTH & RHB,IL,WESTMONT,60559,0.00000,0.00000,0.00000,0.00000,2.12170,2.12170,0.50171,0.00000,6.55853,0.980616654,True,False
145339,"GROVE OF ELMHURST, THE",IL,ELMHURST,60126,---,---,---,---,---,---,0.00000,0.00000,0.0,0.9803220281,True,False
145341,ENCORE VILLAGE,IL,SCHAUMBURG,60194,4.67526,4.70789,4.70789,6.89606,0.00000,6.89606,6.20191,1.05642,47.15571,1.0006591508,False,True
145343,AMBASSADOR NURSING & REHAB CENTER,IL,CHICAGO,60625,0.00000,0.00000,0.00000,0.00000,2.44750,2.44750,8.95389,0.00000,28.50349,0.9850214907,True,False
145347,GILMAN HEALTHCARE CENTER,IL,GILMAN,60938,2.51750,4.04760,4.04760,0.69412,4.64755,4.64755,0.00000,0.00000,21.73787,0.9826907951,True,False
145350,"PEARL OF ROLLING MEADOWS,THE",IL,ROLLING MEADOWS,60008,0.66615,2.31250,2.31250,5.25604,3.03721,5.25604,10.00000,0.05953,44.07019,0.9971266726,True,False
145358,ARISTA HEALTHCARE,IL,NAPERVILLE,60563,3.52086,0.00000,3.52086,2.90982,0.00000,2.90982,10.00000,0.21870,41.62344,0.9945321778,True,False
145363,WARREN BARR OAK LAWN,IL,OAK LAWN,60453,0.00000,0.00000,0.00000,4.29546,3.38758,4.29546,1.89536,0.00000,15.47706,0.9814771631,True,False
145367,GILLESPIE HEALTH & REHAB CTR,IL,GILLESPIE,62033,3.44749,0.81848,3.44749,0.00000,0.00000,0.00000,10.00000,0.00000,33.61874,0.9878293189,True,False
145370,SULLIVAN HEALTHCARE & SENIOR LIVING,IL,SULLIVAN,61951,0.00000,0.08664,0.08664,0.00000,4.03910,4.03910,5.69927,0.00000,24.56253,0.983505085,True,False
145371,ARCADIA CARE BLOOMINGTON,IL,BLOOMINGTON,61701,0.00000,2.84887,2.84887,2.06303,0.00000,2.06303,2.76419,0.00000,19.19024,0.9821122035,True,False
145372,"PEARL OF JOLIET, THE",IL,JOLIET,60435,7.05958,---,7.05958,0.00000,0.00000,0.00000,7.62364,0.00000,36.70804,0.990070155,True,False
145376,OAKVIEW NURSING & REHAB,IL,MOUNT CARMEL,62863,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.31435,0.00000,18.28587,0.9819369169,True,False
145379,ALDEN VALLEY RIDGE REHAB & HCC,IL,BLOOMINGDALE,60108,1.81623,4.72782,4.72782,2.25716,0.00000,2.25716,---,0.00000,23.28327,0.9831114042,True,False
145380,LUTHERAN CARE CENTER,IL,ALTAMONT,62411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.00000,3.92250,34.80626,0.9886392655,True,False
145382,LEE MANOR,IL,DES PLAINES,60018,0.00000,0.00000,0.00000,0.00000,1.78404,1.78404,7.53627,0.00000,23.30076,0.9831164983,True,False
145384,EDEN VILLAGE CARE CENTER,IL,GLEN CARBON,62034,0.00000,0.00000,0.00000,1.21625,0.00000,1.21625,5.79347,3.74697,26.89173,0.9843414501,True,False
145386,SOUTHGATE HEALTH CARE CENTER,IL,METROPOLIS,62960,0.00000,1.80016,1.80016,1.52083,4.36539,4.36539,0.90004,1.49453,21.4003,0.9826063171,True,False
145387,ST ANTHONY'S NSG & REHAB CTR,IL,ROCK ISLAND,61201,---,---,---,---,---,---,0.00000,2.82002,14.10012,0.9812922522,True,False
145388,HELIA HEALTHCARE OF OLNEY,IL,OLNEY,62450,6.23532,5.81784,6.23532,3.81350,6.14494,6.14494,6.47635,0.00000,47.14152,1.0006424294,False,True
145389,ARCADIA CARE WATSEKA,IL,WATSEKA,60970,---,---,---,---,---,---,1.60975,3.35675,24.83251,0.9835938384,True,False
145400,WESTMINSTER VILLAGE,IL,BLOOMINGTON,61701,7.86011,6.51023,7.86011,6.20324,0.00000,6.20324,7.28646,5.09794,66.11934,1.0201126927,False,True
